,0,1
235,-0.5440348347366156,-0.337004096417083
12172,-0.9082746813551474,-0.337004096417083
5192,0.9372072081787473,-0.337004096417083
10955,1.0100551775024535,-0.337004096417083
7813,1.6414042449745756,-0.337004096417083
144,0.7429459566488636,-0.337004096417083
16332,-1.2967971844149146,-0.337004096417083
7751,0.1358795456179772,-0.337004096417083
10989,-1.6610370310334466,-0.337004096417083
3462,0.8886418952962764,-0.337004096417083
12645,0.08731423273550629,-0.337004096417083
2962,-0.7625787427077347,3.062890722972978
8444,-0.5197521782953801,-0.337004096417083
4764,1.034337833943689,1.3629433132779474
11742,-0.8597093684726765,-0.337004096417083
1110,-0.2769256138830256,-0.337004096417083
6285,-0.4954695218541447,-0.337004096417083
1031,1.3014470547972792,1.3629433132779474
4415,-0.44690420897167377,-0.337004096417083
3606,0.8886418952962764,-0.337004096417083
9529,1.35001236767975,3.062890722972978
2561,-0.00981639302943554,-0.337004096417083
6771,0.8157939259725699,1.3629433132779474
431,0.7186633002076281,-0.337004096417083
4074,-1.7338850003571529,-0.337004096417083
14792,-0.22836030100055466,-0.337004096417083
9287,-1.0296879635613247,-0.337004096417083
13699,1.2043164290323374,-0.337004096417083
1478,1.6656869014158109,-0.337004096417083
16277,0.8643592388550408,-0.337004096417083
1337,1.7385348707395174,-0.337004096417083
12803,0.4272714229128027,-0.337004096417083
11032,-0.6168828040603219,-0.337004096417083
8689,-1.5639064052685048,1.3629433132779474
1612,1.4228603370034565,-0.337004096417083
1844,0.06303157629427084,6.4627855423630365
9552,-1.5881890617097405,-0.337004096417083
2669,-0.8839920249139119,-0.337004096417083
15,1.1071858032673954,1.3629433132779474
12313,-0.9811226506788538,-0.337004096417083
11631,-0.05838170591190645,-0.337004096417083
13783,-0.2526429574417901,-0.337004096417083
10119,1.6899695578570464,3.062890722972978
1306,0.9857725210612182,1.3629433132779474
9832,1.714252214298282,-0.337004096417083
1046,1.6656869014158109,1.3629433132779474
14089,0.18444485850044806,-0.337004096417083
16067,-0.7382960862664992,-0.337004096417083
9495,0.5244020486777445,-0.337004096417083
3428,0.06303157629427084,1.3629433132779474
16539,0.23301017138291905,-0.337004096417083
15269,0.8643592388550408,-0.337004096417083
10835,1.5928389320921046,-0.337004096417083
9504,0.7429459566488636,3.062890722972978
12042,-0.5683174911778511,3.062890722972978
15639,-0.6411654605015574,-0.337004096417083
1679,-0.44690420897167377,3.062890722972978
10991,-1.6124717181509756,-0.337004096417083
7255,-1.4182104666210917,-0.337004096417083
4039,0.9129245517375116,1.3629433132779474
243,-0.3497735832067319,4.7628381326680085
1372,-0.9082746813551474,-0.337004096417083
14922,-0.5683174911778511,-0.337004096417083
1214,-1.248231871532444,-0.337004096417083
5848,-0.6168828040603219,-0.337004096417083
5271,-0.6411654605015574,1.3629433132779474
4791,1.6899695578570464,1.3629433132779474
9537,1.5442736192096336,4.7628381326680085
13681,0.767228613090099,-0.337004096417083
10061,0.2815754842653899,-0.337004096417083
9987,-1.5153410923860338,-0.337004096417083
16376,-0.22836030100055466,-0.337004096417083
461,1.4471429934446918,-0.337004096417083
4059,1.3985776805622208,4.7628381326680085
715,0.6215326744426863,1.3629433132779474
6221,1.4471429934446918,-0.337004096417083
2760,1.3257297112385145,-0.337004096417083
7500,1.034337833943689,1.3629433132779474
1067,-1.3210798408561502,-0.337004096417083
12820,0.8400765824138055,-0.337004096417083
9764,0.06303157629427084,-0.337004096417083
13159,-1.4182104666210917,-0.337004096417083
9991,-1.4182104666210917,-0.337004096417083
3885,0.6700979873251572,1.3629433132779474
13252,0.8400765824138055,-0.337004096417083
6713,-0.5926001476190865,-0.337004096417083
12016,-1.1996665586499728,-0.337004096417083
7676,-1.685319687474682,1.3629433132779474
14546,0.7915112695313345,-0.337004096417083
16480,-1.1996665586499728,-0.337004096417083
269,0.2815754842653899,-0.337004096417083
11274,-1.7338850003571529,4.7628381326680085
16252,0.2572928278241545,-0.337004096417083
16536,0.16016220205921267,-0.337004096417083
15836,0.6458153308839217,-0.337004096417083
10656,0.7429459566488636,-0.337004096417083
15553,0.767228613090099,-0.337004096417083
7740,-0.13122967523561282,-0.337004096417083
16536,0.16016220205921267,-0.337004096417083
4979,-0.7382960862664992,1.3629433132779474
2178,1.180033772591102,-0.337004096417083
9948,1.034337833943689,-0.337004096417083
14951,0.1358795456179772,1.3629433132779474
14178,-1.1511012457675018,-0.337004096417083
7862,-0.6654481169427928,-0.337004096417083
14825,0.5729673615602154,-0.337004096417083
10066,0.4029887664715672,-0.337004096417083
15042,-1.1511012457675018,-0.337004096417083
16359,-0.6411654605015574,-0.337004096417083
10416,-1.5881890617097405,-0.337004096417083
7183,0.3301407971478609,-0.337004096417083
15237,0.08731423273550629,-0.337004096417083
13713,1.5442736192096336,-0.337004096417083
20,1.2285990854735729,3.062890722972978
6629,0.8643592388550408,-0.337004096417083
2033,1.1557511161498664,1.3629433132779474
1876,0.8400765824138055,1.3629433132779474
3082,-1.3453624972973857,-0.337004096417083
16567,0.9129245517375116,-0.337004096417083
6461,0.2815754842653899,3.062890722972978
7897,0.18444485850044806,4.7628381326680085
8597,-0.301208270324261,-0.337004096417083
3303,0.5244020486777445,1.3629433132779474
505,-0.9811226506788538,-0.337004096417083
8147,-0.7382960862664992,-0.337004096417083
5006,-0.08266436235314191,1.3629433132779474
2189,1.4471429934446918,-0.337004096417083
11476,-0.3254909267654965,-0.337004096417083
7796,1.2285990854735729,4.7628381326680085
3718,0.11159688917674174,-0.337004096417083
1741,1.0586204903849246,1.3629433132779474
696,0.16016220205921267,-0.337004096417083
1979,-0.15551233167684828,-0.337004096417083
15247,0.3301407971478609,-0.337004096417083
13307,-1.3210798408561502,-0.337004096417083
8642,0.7915112695313345,-0.337004096417083
14535,0.5244020486777445,-0.337004096417083
6165,0.08731423273550629,-0.337004096417083
12365,0.2815754842653899,3.062890722972978
2267,-0.15551233167684828,-0.337004096417083
1485,-1.6610370310334466,-0.337004096417083
15784,-0.6168828040603219,-0.337004096417083
5582,-0.08266436235314191,-0.337004096417083
12188,-0.5197521782953801,1.3629433132779474
5354,1.3742950241209857,-0.337004096417083
15917,-0.8839920249139119,-0.337004096417083
15310,-1.6367543745922108,-0.337004096417083
11566,-1.6367543745922108,-0.337004096417083
4509,-1.6610370310334466,-0.337004096417083
13859,1.5928389320921046,-0.337004096417083
13237,0.4758367357952736,-0.337004096417083
10882,-0.7625787427077347,-0.337004096417083
5168,0.3544234535890963,-0.337004096417083
16182,-1.4424931230623277,-0.337004096417083
8445,-0.4954695218541447,-0.337004096417083
15058,-0.7625787427077347,-0.337004096417083
12510,0.30585814070662537,-0.337004096417083
13448,-1.3939278101798565,-0.337004096417083
16493,-0.8839920249139119,-0.337004096417083
15392,0.3544234535890963,-0.337004096417083
5716,-0.3254909267654965,1.3629433132779474
15309,-1.6610370310334466,-0.337004096417083
7337,0.5729673615602154,-0.337004096417083
5331,0.8157939259725699,-0.337004096417083
9329,-0.00981639302943554,-0.337004096417083
2092,-0.9082746813551474,-0.337004096417083
9487,0.3301407971478609,-0.337004096417083
